document_name,doc_type,page,item_id,item_text,platform,risk,acceptance_expected,status,messy_flag
Document 7 - SOP - Heart Rate Monitor Application,SOP,9,SOP-009-03,Store readings securely on device,Cloud Sync,Not ranked,Data shall be encrypted in transit and at rest.,Approved?,TBD
Document 7 - SOP - Heart Rate Monitor Application,SOP,9,SOP-009-04,Handle offline mode,Backend API,Medium,Result must be visible in mobile UI within expected time.,Need SME,RAG TEST CHUNK
Document 7 - SOP - Heart Rate Monitor Application,SOP,9,SOP-009-05,Notification retry and suppression,Bluetooth Sensor,Not ranked,TBD by clinical SME - intentionally incomplete.,In Review,missing owner
Document 7 - SOP - Heart Rate Monitor Application,SOP,10,SOP-010-01,Validate sensor data range,Local DB,Not ranked,TBD by clinical SME - intentionally incomplete.,Draft,RAG TEST CHUNK
Document 7 - SOP - Heart Rate Monitor Application,SOP,10,SOP-010-02,Display current BPM with timestamp,Android,Low,Result must be visible in mobile UI within expected time.,Draft,old text retained
Document 7 - SOP - Heart Rate Monitor Application,SOP,10,SOP-010-03,Store readings securely on device,Notification Service,High,Audit/event record shall be generated where applicable.,In Review,REVIEW-LATER
Document 7 - SOP - Heart Rate Monitor Application,SOP,10,SOP-010-04,Export readings as PDF/CSV,Android/iOS,Not ranked,User shall receive clear error message on failure.,Draft,REVIEW-LATER
Document 7 - SOP - Heart Rate Monitor Application,SOP,10,SOP_10.5,Biometric login option,Local DB,Low,System shall complete the action without data loss.,Rejected once,OCR noisy line
Document 7 - SOP - Heart Rate Monitor Application,SOP,11,SOP_11.1,Generate high/low heart-rate alert,Backend API,TBD,Data shall be encrypted in transit and at rest.,Approved?,v0.1/v1.0 mixed
Document 7 - SOP - Heart Rate Monitor Application,SOP,11,SOP-011-02,Capture heart rate from paired device,Android,Low,Data shall be encrypted in transit and at rest.,Pending QA,v0.1/v1.0 mixed
Document 7 - SOP - Heart Rate Monitor Application,SOP,11,SOP-011-03,Generate high/low heart-rate alert,iOS,TBD,Data shall be encrypted in transit and at rest.,Pending QA,missing owner
Document 7 - SOP - Heart Rate Monitor Application,SOP,11,SOP-011-04,Battery and Bluetooth warning,Notification Service,Not ranked,Data shall be encrypted in transit and at rest.,Rejected once,RAG TEST CHUNK
Document 7 - SOP - Heart Rate Monitor Application,SOP,11,SOP-011-05,Handle offline mode,Backend API,Low,System shall complete the action without data loss.,Need SME,??
Document 7 - SOP - Heart Rate Monitor Application,SOP,12,SOP-012-01,Sync readings to cloud API,Bluetooth Sensor,Not ranked,Audit/event record shall be generated where applicable.,Draft,OCR noisy line
Document 7 - SOP - Heart Rate Monitor Application,SOP,12,SOP-012-02,Export readings as PDF/CSV,Backend API,Medium,TBD by clinical SME - intentionally incomplete.,In Review,missing owner
Document 7 - SOP - Heart Rate Monitor Application,SOP,12,SOP-012-03,Generate high/low heart-rate alert,Android/iOS,Medium,System shall complete the action without data loss.,Draft,v0.1/v1.0 mixed
Document 7 - SOP - Heart Rate Monitor Application,SOP,12,SOP_12.4,Battery and Bluetooth warning,Notification Service,High,System shall complete the action without data loss.,Draft,RAG TEST CHUNK
Document 7 - SOP - Heart Rate Monitor Application,SOP,12,SOP-012-05,Validate sensor data range,Local DB,TBD,Data shall be encrypted in transit and at rest.,Pending QA,REVIEW-LATER
Document 7 - SOP - Heart Rate Monitor Application,SOP,13,SOP-013-01,Manual heart rate entry when device unavailable,iOS,High,User shall receive clear error message on failure.,Rejected once,RAG TEST CHUNK
Document 7 - SOP - Heart Rate Monitor Application,SOP,13,SOP-013-02,Sync readings to cloud API,Bluetooth Sensor,TBD,TBD by clinical SME - intentionally incomplete.,Draft,REVIEW-LATER
Document 7 - SOP - Heart Rate Monitor Application,SOP,13,SOP_13.3,Capture heart rate from paired device,Android,Low,Audit/event record shall be generated where applicable.,Draft,??
Document 7 - SOP - Heart Rate Monitor Application,SOP,13,SOP-013-04,Validate sensor data range,Cloud Sync,Not ranked,User shall receive clear error message on failure.,In Review,REVIEW-LATER
Document 7 - SOP - Heart Rate Monitor Application,SOP,13,SOP_13.5,Export readings as PDF/CSV,Backend API,High,System shall complete the action without data loss.,Need SME,missing owner
Document 7 - SOP - Heart Rate Monitor Application,SOP,14,SOP_14.1,Support caregiver view,Local DB,Medium,Audit/event record shall be generated where applicable.,Approved?,OCR noisy line
Document 7 - SOP - Heart Rate Monitor Application,SOP,14,SOP-014-02,Show trend chart for 7/30/90 days,Cloud Sync,High,TBD by clinical SME - intentionally incomplete.,Pending QA,REVIEW-LATER
Document 7 - SOP - Heart Rate Monitor Application,SOP,14,SOP-014-03,Battery and Bluetooth warning,Android/iOS,Low,Result must be visible in mobile UI within expected time.,Need SME,??
Document 7 - SOP - Heart Rate Monitor Application,SOP,14,SOP_14.4,Validate sensor data range,Backend API,High,System shall complete the action without data loss.,In Review,REVIEW-LATER
Document 7 - SOP - Heart Rate Monitor Application,SOP,14,SOP-014-05,Generate high/low heart-rate alert,iOS,Medium,System shall complete the action without data loss.,Pending QA,REVIEW-LATER
Document 7 - SOP - Heart Rate Monitor Application,SOP,15,SOP-015-01,Generate high/low heart-rate alert,Backend API,Low,System shall complete the action without data loss.,Draft,v0.1/v1.0 mixed
Document 7 - SOP - Heart Rate Monitor Application,SOP,15,SOP-015-02,Sync readings to cloud API,Local DB,Not ranked,Data shall be encrypted in transit and at rest.,Pending QA,missing owner
Document 7 - SOP - Heart Rate Monitor Application,SOP,15,SOP-015-03,Consent capture and privacy notice,Notification Service,Not ranked,Result must be visible in mobile UI within expected time.,Rejected once,manual note
Document 7 - SOP - Heart Rate Monitor Application,SOP,15,SOP-015-04,Biometric login option,Backend API,Not ranked,User shall receive clear error message on failure.,Pending QA,duplicate section
Document 7 - SOP - Heart Rate Monitor Application,SOP,15,SOP-015-05,Store readings securely on device,Local DB,Low,Result must be visible in mobile UI within expected time.,Rejected once,duplicate section
Document 7 - SOP - Heart Rate Monitor Application,SOP,16,SOP-016-01,Sync readings to cloud API,Android,Not ranked,User shall receive clear error message on failure.,Rejected once,??
Document 7 - SOP - Heart Rate Monitor Application,SOP,16,SOP-016-02,Handle offline mode,Cloud Sync,High,Result must be visible in mobile UI within expected time.,In Review,missing owner
Document 7 - SOP - Heart Rate Monitor Application,SOP,16,SOP-016-03,Export readings as PDF/CSV,Cloud Sync,Medium,Data shall be encrypted in transit and at rest.,Draft,duplicate section
Document 7 - SOP - Heart Rate Monitor Application,SOP,16,SOP-016-04,Display current BPM with timestamp,Notification Service,High,Result must be visible in mobile UI within expected time.,In Review,old text retained
Document 7 - SOP - Heart Rate Monitor Application,SOP,16,SOP-016-05,Battery and Bluetooth warning,iOS,Not ranked,User shall receive clear error message on failure.,In Review,duplicate section
Document 7 - SOP - Heart Rate Monitor Application,SOP,17,SOP-017-01,Audit user actions,Android,TBD,Result must be visible in mobile UI within expected time.,Approved?,RAG TEST CHUNK
Document 7 - SOP - Heart Rate Monitor Application,SOP,17,SOP_17.2,Store readings securely on device,Notification Service,Medium,System shall complete the action without data loss.,Draft,duplicate section
Document 7 - SOP - Heart Rate Monitor Application,SOP,17,SOP-017-03,Audit user actions,Bluetooth Sensor,Medium,TBD by clinical SME - intentionally incomplete.,In Review,v0.1/v1.0 mixed
Document 7 - SOP - Heart Rate Monitor Application,SOP,17,SOP_17.4,Display current BPM with timestamp,iOS,Low,User shall receive clear error message on failure.,Pending QA,missing owner
Document 7 - SOP - Heart Rate Monitor Application,SOP,17,SOP-017-05,Biometric login option,Backend API,Not ranked,System shall complete the action without data loss.,Rejected once,OCR noisy line
Document 7 - SOP - Heart Rate Monitor Application,SOP,18,SOP_18.1,Store readings securely on device,iOS,Not ranked,System shall complete the action without data loss.,Pending QA,TBD
Document 7 - SOP - Heart Rate Monitor Application,SOP,18,SOP-018-02,Notification retry and suppression,Backend API,TBD,Result must be visible in mobile UI within expected time.,Draft,REVIEW-LATER
Document 7 - SOP - Heart Rate Monitor Application,SOP,18,SOP-018-03,Validate sensor data range,iOS,Medium,System shall complete the action without data loss.,Rejected once,OCR noisy line
Document 7 - SOP - Heart Rate Monitor Application,SOP,18,SOP-018-04,Capture heart rate from paired device,Local DB,TBD,Result must be visible in mobile UI within expected time.,Need SME,duplicate section
Document 7 - SOP - Heart Rate Monitor Application,SOP,18,SOP-018-05,Biometric login option,Bluetooth Sensor,TBD,Data shall be encrypted in transit and at rest.,Rejected once,duplicate section
Document 7 - SOP - Heart Rate Monitor Application,SOP,19,SOP-019-01,Show trend chart for 7/30/90 days,Backend API,TBD,User shall receive clear error message on failure.,Rejected once,RAG TEST CHUNK
Document 7 - SOP - Heart Rate Monitor Application,SOP,19,SOP-019-02,Battery and Bluetooth warning,Backend API,Low,Data shall be encrypted in transit and at rest.,Approved?,duplicate section
Document 7 - SOP - Heart Rate Monitor Application,SOP,19,SOP-019-03,Manual heart rate entry when device unavailable,Android,Medium,User shall receive clear error message on failure.,Draft,v0.1/v1.0 mixed
Document 7 - SOP - Heart Rate Monitor Application,SOP,19,SOP-019-04,Store readings securely on device,Cloud Sync,Not ranked,Result must be visible in mobile UI within expected time.,Rejected once,??
Document 7 - SOP - Heart Rate Monitor Application,SOP,19,SOP-019-05,Notification retry and suppression,Android,TBD,Audit/event record shall be generated where applicable.,Draft,OCR noisy line
Document 7 - SOP - Heart Rate Monitor Application,SOP,20,SOP_20.1,Biometric login option,Backend API,High,Result must be visible in mobile UI within expected time.,Need SME,v0.1/v1.0 mixed
Document 7 - SOP - Heart Rate Monitor Application,SOP,20,SOP-020-02,Show trend chart for 7/30/90 days,Local DB,TBD,Audit/event record shall be generated where applicable.,In Review,??
Document 7 - SOP - Heart Rate Monitor Application,SOP,20,SOP_20.3,Display current BPM with timestamp,Backend API,TBD,User shall receive clear error message on failure.,Draft,REVIEW-LATER
Document 7 - SOP - Heart Rate Monitor Application,SOP,20,SOP-020-04,Validate sensor data range,Android/iOS,Not ranked,TBD by clinical SME - intentionally incomplete.,Rejected once,duplicate section
Document 7 - SOP - Heart Rate Monitor Application,SOP,20,SOP-020-05,Display current BPM with timestamp,Backend API,TBD,Result must be visible in mobile UI within expected time.,Draft,??
Document 7 - SOP - Heart Rate Monitor Application,SOP,21,SOP-021-01,Audit user actions,Backend API,Medium,Data shall be encrypted in transit and at rest.,Need SME,TBD
Document 7 - SOP - Heart Rate Monitor Application,SOP,21,SOP-021-02,Consent capture and privacy notice,Cloud Sync,Low,User shall receive clear error message on failure.,Pending QA,duplicate section
Document 7 - SOP - Heart Rate Monitor Application,SOP,21,SOP-021-03,Show trend chart for 7/30/90 days,Bluetooth Sensor,Low,TBD by clinical SME - intentionally incomplete.,Rejected once,missing owner
Document 7 - SOP - Heart Rate Monitor Application,SOP,21,SOP-021-04,Handle offline mode,Backend API,TBD,Data shall be encrypted in transit and at rest.,Rejected once,RAG TEST CHUNK
Document 7 - SOP - Heart Rate Monitor Application,SOP,21,SOP-021-05,Support caregiver view,Cloud Sync,Low,User shall receive clear error message on failure.,Need SME,old text retained
Document 7 - SOP - Heart Rate Monitor Application,SOP,22,SOP-022-01,Support caregiver view,Bluetooth Sensor,Not ranked,Data shall be encrypted in transit and at rest.,In Review,OCR noisy line
Document 7 - SOP - Heart Rate Monitor Application,SOP,22,SOP_22.2,Display current BPM with timestamp,Android,Medium,Data shall be encrypted in transit and at rest.,Draft,v0.1/v1.0 mixed
Document 7 - SOP - Heart Rate Monitor Application,SOP,22,SOP-022-03,Generate high/low heart-rate alert,Local DB,Medium,User shall receive clear error message on failure.,Draft,??
Document 7 - SOP - Heart Rate Monitor Application,SOP,22,SOP-022-04,Handle offline mode,Android/iOS,High,System shall complete the action without data loss.,Draft,v0.1/v1.0 mixed
Document 7 - SOP - Heart Rate Monitor Application,SOP,22,SOP-022-05,Battery and Bluetooth warning,Android/iOS,Low,Data shall be encrypted in transit and at rest.,Approved?,??
Document 7 - SOP - Heart Rate Monitor Application,SOP,23,SOP-023-01,Biometric login option,Bluetooth Sensor,TBD,System shall complete the action without data loss.,Approved?,missing owner
Document 7 - SOP - Heart Rate Monitor Application,SOP,23,SOP-023-02,Sync readings to cloud API,Local DB,TBD,Audit/event record shall be generated where applicable.,Draft,manual note
Document 7 - SOP - Heart Rate Monitor Application,SOP,23,SOP-023-03,Validate sensor data range,Cloud Sync,TBD,System shall complete the action without data loss.,Need SME,??
Document 7 - SOP - Heart Rate Monitor Application,SOP,23,SOP-023-04,Battery and Bluetooth warning,Backend API,Low,Data shall be encrypted in transit and at rest.,Rejected once,TBD
Document 7 - SOP - Heart Rate Monitor Application,SOP,23,SOP_23.5,Notification retry and suppression,Android/iOS,Medium,Data shall be encrypted in transit and at rest.,Approved?,TBD
Document 7 - SOP - Heart Rate Monitor Application,SOP,24,SOP-024-01,Audit user actions,Android/iOS,Medium,TBD by clinical SME - intentionally incomplete.,Draft,missing owner
Document 7 - SOP - Heart Rate Monitor Application,SOP,24,SOP_24.2,Manual heart rate entry when device unavailable,Notification Service,High,Data shall be encrypted in transit and at rest.,Approved?,v0.1/v1.0 mixed
Document 7 - SOP - Heart Rate Monitor Application,SOP,24,SOP-024-03,Audit user actions,Backend API,Not ranked,Data shall be encrypted in transit and at rest.,Pending QA,duplicate section
Document 7 - SOP - Heart Rate Monitor Application,SOP,24,SOP-024-04,Handle offline mode,Bluetooth Sensor,High,System shall complete the action without data loss.,Approved?,OCR noisy line
Document 7 - SOP - Heart Rate Monitor Application,SOP,24,SOP-024-05,Audit user actions,Android,Not ranked,User shall receive clear error message on failure.,Need SME,v0.1/v1.0 mixed
Document 7 - SOP - Heart Rate Monitor Application,SOP,25,SOP-025-01,Show trend chart for 7/30/90 days,iOS,High,System shall complete the action without data loss.,Rejected once,OCR noisy line
Document 7 - SOP - Heart Rate Monitor Application,SOP,25,SOP-025-02,Capture heart rate from paired device,iOS,Not ranked,Audit/event record shall be generated where applicable.,Need SME,old text retained
Document 7 - SOP - Heart Rate Monitor Application,SOP,25,SOP-025-03,Capture heart rate from paired device,Android/iOS,Low,User shall receive clear error message on failure.,Draft,OCR noisy line
Document 7 - SOP - Heart Rate Monitor Application,SOP,25,SOP-025-04,Consent capture and privacy notice,iOS,TBD,Audit/event record shall be generated where applicable.,Approved?,v0.1/v1.0 mixed
Document 7 - SOP - Heart Rate Monitor Application,SOP,25,SOP_25.5,Manual heart rate entry when device unavailable,Backend API,Not ranked,Data shall be encrypted in transit and at rest.,Draft,manual note
Document 7 - SOP - Heart Rate Monitor Application,SOP,26,SOP_26.1,Notification retry and suppression,Local DB,TBD,TBD by clinical SME - intentionally incomplete.,In Review,RAG TEST CHUNK
Document 7 - SOP - Heart Rate Monitor Application,SOP,26,SOP-026-02,Biometric login option,Bluetooth Sensor,Not ranked,Data shall be encrypted in transit and at rest.,Draft,OCR noisy line
Document 7 - SOP - Heart Rate Monitor Application,SOP,26,SOP-026-03,Biometric login option,Backend API,Low,System shall complete the action without data loss.,Need SME,RAG TEST CHUNK
Document 7 - SOP - Heart Rate Monitor Application,SOP,26,SOP-026-04,Biometric login option,Android/iOS,Medium,System shall complete the action without data loss.,Rejected once,manual note
Document 7 - SOP - Heart Rate Monitor Application,SOP,26,SOP-026-05,Biometric login option,Android/iOS,Medium,Audit/event record shall be generated where applicable.,Draft,manual note
Document 7 - SOP - Heart Rate Monitor Application,SOP,27,SOP-027-01,Export readings as PDF/CSV,Cloud Sync,Not ranked,Audit/event record shall be generated where applicable.,Approved?,missing owner
Document 7 - SOP - Heart Rate Monitor Application,SOP,27,SOP_27.2,Sync readings to cloud API,Backend API,High,Result must be visible in mobile UI within expected time.,Approved?,TBD
Document 7 - SOP - Heart Rate Monitor Application,SOP,27,SOP-027-03,Battery and Bluetooth warning,Bluetooth Sensor,High,Data shall be encrypted in transit and at rest.,In Review,??
Document 7 - SOP - Heart Rate Monitor Application,SOP,27,SOP-027-04,Show trend chart for 7/30/90 days,Android,TBD,TBD by clinical SME - intentionally incomplete.,Need SME,missing owner
Document 7 - SOP - Heart Rate Monitor Application,SOP,27,SOP_27.5,Consent capture and privacy notice,Bluetooth Sensor,High,Result must be visible in mobile UI within expected time.,Approved?,duplicate section
Document 7 - SOP - Heart Rate Monitor Application,SOP,28,SOP-028-01,Audit user actions,Notification Service,Low,Data shall be encrypted in transit and at rest.,Rejected once,v0.1/v1.0 mixed
Document 7 - SOP - Heart Rate Monitor Application,SOP,28,SOP-028-02,Handle offline mode,Cloud Sync,High,Data shall be encrypted in transit and at rest.,Pending QA,??
Document 7 - SOP - Heart Rate Monitor Application,SOP,28,SOP-028-03,Battery and Bluetooth warning,Cloud Sync,Medium,Audit/event record shall be generated where applicable.,Need SME,RAG TEST CHUNK
Document 7 - SOP - Heart Rate Monitor Application,SOP,28,SOP-028-04,Display current BPM with timestamp,Local DB,Low,Data shall be encrypted in transit and at rest.,Draft,OCR noisy line
Document 7 - SOP - Heart Rate Monitor Application,SOP,28,SOP_28.5,Audit user actions,iOS,Medium,System shall complete the action without data loss.,In Review,old text retained
Document 7 - SOP - Heart Rate Monitor Application,SOP,29,SOP-029-01,Show trend chart for 7/30/90 days,iOS,Not ranked,Data shall be encrypted in transit and at rest.,In Review,REVIEW-LATER
Document 7 - SOP - Heart Rate Monitor Application,SOP,29,SOP_29.2,Notification retry and suppression,iOS,Medium,Audit/event record shall be generated where applicable.,Need SME,manual note
Document 7 - SOP - Heart Rate Monitor Application,SOP,29,SOP-029-03,Display current BPM with timestamp,Android/iOS,Low,System shall complete the action without data loss.,Need SME,missing owner
Document 7 - SOP - Heart Rate Monitor Application,SOP,29,SOP-029-04,Handle offline mode,Backend API,High,System shall complete the action without data loss.,Approved?,v0.1/v1.0 mixed
Document 7 - SOP - Heart Rate Monitor Application,SOP,29,SOP_29.5,Battery and Bluetooth warning,Cloud Sync,Not ranked,TBD by clinical SME - intentionally incomplete.,Rejected once,OCR noisy line
Document 7 - SOP - Heart Rate Monitor Application,SOP,30,SOP-030-01,Manual heart rate entry when device unavailable,Android,Not ranked,Data shall be encrypted in transit and at rest.,Draft,manual note
Document 7 - SOP - Heart Rate Monitor Application,SOP,30,SOP_30.2,Generate high/low heart-rate alert,Notification Service,High,Data shall be encrypted in transit and at rest.,Pending QA,v0.1/v1.0 mixed
Document 7 - SOP - Heart Rate Monitor Application,SOP,30,SOP-030-03,Show trend chart for 7/30/90 days,Local DB,High,TBD by clinical SME - intentionally incomplete.,Draft,??
Document 7 - SOP - Heart Rate Monitor Application,SOP,30,SOP-030-04,Notification retry and suppression,Notification Service,TBD,Audit/event record shall be generated where applicable.,Pending QA,??
Document 7 - SOP - Heart Rate Monitor Application,SOP,30,SOP-030-05,Audit user actions,Backend API,High,Data shall be encrypted in transit and at rest.,Need SME,??
Document 7 - SOP - Heart Rate Monitor Application,SOP,31,SOP_31.1,Display current BPM with timestamp,Notification Service,High,System shall complete the action without data loss.,Pending QA,??
Document 7 - SOP - Heart Rate Monitor Application,SOP,31,SOP_31.2,Generate high/low heart-rate alert,Backend API,Low,User shall receive clear error message on failure.,Approved?,old text retained
Document 7 - SOP - Heart Rate Monitor Application,SOP,31,SOP-031-03,Show trend chart for 7/30/90 days,iOS,TBD,TBD by clinical SME - intentionally incomplete.,Draft,manual note
Document 7 - SOP - Heart Rate Monitor Application,SOP,31,SOP-031-04,Battery and Bluetooth warning,iOS,Low,System shall complete the action without data loss.,In Review,missing owner
Document 7 - SOP - Heart Rate Monitor Application,SOP,31,SOP-031-05,Validate sensor data range,Backend API,Low,Data shall be encrypted in transit and at rest.,Rejected once,TBD
Document 7 - SOP - Heart Rate Monitor Application,SOP,32,SOP-032-01,Capture heart rate from paired device,Android,High,Result must be visible in mobile UI within expected time.,Need SME,OCR noisy line
Document 7 - SOP - Heart Rate Monitor Application,SOP,32,SOP-032-02,Audit user actions,Android,High,Result must be visible in mobile UI within expected time.,Rejected once,old text retained
Document 7 - SOP - Heart Rate Monitor Application,SOP,32,SOP-032-03,Support caregiver view,Cloud Sync,Medium,TBD by clinical SME - intentionally incomplete.,Rejected once,REVIEW-LATER
Document 7 - SOP - Heart Rate Monitor Application,SOP,32,SOP-032-04,Audit user actions,iOS,Medium,Audit/event record shall be generated where applicable.,Rejected once,OCR noisy line
Document 7 - SOP - Heart Rate Monitor Application,SOP,32,SOP-032-05,Support caregiver view,iOS,TBD,Audit/event record shall be generated where applicable.,Pending QA,RAG TEST CHUNK
Document 7 - SOP - Heart Rate Monitor Application,SOP,33,SOP-033-01,Store readings securely on device,Android,High,Data shall be encrypted in transit and at rest.,Rejected once,OCR noisy line
