document_name,doc_type,page,item_id,item_text,platform,risk,acceptance_expected,status,messy_flag
Document 4 - IQ - Heart Rate Monitor Application,IQ,6,IQ-006-01,Generate high/low heart-rate alert,Cloud Sync,TBD,Result must be visible in mobile UI within expected time.,In Review,OCR noisy line
Document 4 - IQ - Heart Rate Monitor Application,IQ,6,IQ_6.2,Manual heart rate entry when device unavailable,Android,High,System shall complete the action without data loss.,Rejected once,manual note
Document 4 - IQ - Heart Rate Monitor Application,IQ,6,IQ_6.3,Manual heart rate entry when device unavailable,Android/iOS,High,Result must be visible in mobile UI within expected time.,Rejected once,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,6,IQ-006-04,Store readings securely on device,Bluetooth Sensor,Low,TBD by clinical SME - intentionally incomplete.,Rejected once,RAG TEST CHUNK
Document 4 - IQ - Heart Rate Monitor Application,IQ,6,IQ-006-05,Capture heart rate from paired device,Android,Low,Audit/event record shall be generated where applicable.,Need SME,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,7,IQ-007-01,Display current BPM with timestamp,Android/iOS,Not ranked,System shall complete the action without data loss.,In Review,manual note
Document 4 - IQ - Heart Rate Monitor Application,IQ,7,IQ-007-02,Export readings as PDF/CSV,Android/iOS,Not ranked,Result must be visible in mobile UI within expected time.,Rejected once,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,7,IQ_7.3,Audit user actions,Bluetooth Sensor,Medium,Audit/event record shall be generated where applicable.,Rejected once,missing owner
Document 4 - IQ - Heart Rate Monitor Application,IQ,7,IQ-007-04,Battery and Bluetooth warning,Android,Not ranked,Data shall be encrypted in transit and at rest.,Draft,RAG TEST CHUNK
Document 4 - IQ - Heart Rate Monitor Application,IQ,7,IQ-007-05,Store readings securely on device,Cloud Sync,Low,Audit/event record shall be generated where applicable.,Need SME,v0.1/v1.0 mixed
Document 4 - IQ - Heart Rate Monitor Application,IQ,8,IQ-008-01,Export readings as PDF/CSV,Cloud Sync,Low,Data shall be encrypted in transit and at rest.,Rejected once,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,8,IQ-008-02,Audit user actions,Backend API,Not ranked,Result must be visible in mobile UI within expected time.,Approved?,TBD
Document 4 - IQ - Heart Rate Monitor Application,IQ,8,IQ-008-03,Export readings as PDF/CSV,Cloud Sync,Not ranked,TBD by clinical SME - intentionally incomplete.,Pending QA,missing owner
Document 4 - IQ - Heart Rate Monitor Application,IQ,8,IQ-008-04,Store readings securely on device,Local DB,High,Data shall be encrypted in transit and at rest.,Draft,TBD
Document 4 - IQ - Heart Rate Monitor Application,IQ,8,IQ-008-05,Generate high/low heart-rate alert,Local DB,TBD,Audit/event record shall be generated where applicable.,Draft,duplicate section
Document 4 - IQ - Heart Rate Monitor Application,IQ,9,IQ-009-01,Support caregiver view,Notification Service,Not ranked,System shall complete the action without data loss.,Rejected once,TBD
Document 4 - IQ - Heart Rate Monitor Application,IQ,9,IQ-009-02,Handle offline mode,Android/iOS,Medium,Result must be visible in mobile UI within expected time.,In Review,OCR noisy line
Document 4 - IQ - Heart Rate Monitor Application,IQ,9,IQ-009-03,Store readings securely on device,Cloud Sync,Low,Audit/event record shall be generated where applicable.,Draft,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,9,IQ-009-04,Validate sensor data range,Local DB,Medium,Data shall be encrypted in transit and at rest.,Approved?,TBD
Document 4 - IQ - Heart Rate Monitor Application,IQ,9,IQ_9.5,Notification retry and suppression,Local DB,High,System shall complete the action without data loss.,Pending QA,v0.1/v1.0 mixed
Document 4 - IQ - Heart Rate Monitor Application,IQ,10,IQ_10.1,Notification retry and suppression,Local DB,Low,Result must be visible in mobile UI within expected time.,In Review,manual note
Document 4 - IQ - Heart Rate Monitor Application,IQ,10,IQ-010-02,Battery and Bluetooth warning,Bluetooth Sensor,Not ranked,System shall complete the action without data loss.,Rejected once,RAG TEST CHUNK
Document 4 - IQ - Heart Rate Monitor Application,IQ,10,IQ-010-03,Consent capture and privacy notice,iOS,Low,Data shall be encrypted in transit and at rest.,Approved?,missing owner
Document 4 - IQ - Heart Rate Monitor Application,IQ,10,IQ-010-04,Manual heart rate entry when device unavailable,Cloud Sync,Medium,System shall complete the action without data loss.,Pending QA,RAG TEST CHUNK
Document 4 - IQ - Heart Rate Monitor Application,IQ,10,IQ-010-05,Manual heart rate entry when device unavailable,Bluetooth Sensor,Medium,User shall receive clear error message on failure.,Rejected once,v0.1/v1.0 mixed
Document 4 - IQ - Heart Rate Monitor Application,IQ,11,IQ-011-01,Consent capture and privacy notice,Android,TBD,System shall complete the action without data loss.,Pending QA,OCR noisy line
Document 4 - IQ - Heart Rate Monitor Application,IQ,11,IQ-011-02,Generate high/low heart-rate alert,Bluetooth Sensor,Low,System shall complete the action without data loss.,Approved?,REVIEW-LATER
Document 4 - IQ - Heart Rate Monitor Application,IQ,11,IQ-011-03,Handle offline mode,Android/iOS,TBD,System shall complete the action without data loss.,Draft,REVIEW-LATER
Document 4 - IQ - Heart Rate Monitor Application,IQ,11,IQ_11.4,Support caregiver view,Notification Service,High,Result must be visible in mobile UI within expected time.,Draft,manual note
Document 4 - IQ - Heart Rate Monitor Application,IQ,11,IQ-011-05,Handle offline mode,Android/iOS,Low,User shall receive clear error message on failure.,Pending QA,RAG TEST CHUNK
Document 4 - IQ - Heart Rate Monitor Application,IQ,12,IQ-012-01,Sync readings to cloud API,Backend API,Low,Audit/event record shall be generated where applicable.,Pending QA,manual note
Document 4 - IQ - Heart Rate Monitor Application,IQ,12,IQ-012-02,Consent capture and privacy notice,Bluetooth Sensor,TBD,TBD by clinical SME - intentionally incomplete.,Need SME,RAG TEST CHUNK
Document 4 - IQ - Heart Rate Monitor Application,IQ,12,IQ-012-03,Support caregiver view,Local DB,High,Data shall be encrypted in transit and at rest.,In Review,OCR noisy line
Document 4 - IQ - Heart Rate Monitor Application,IQ,12,IQ_12.4,Display current BPM with timestamp,Local DB,Low,Data shall be encrypted in transit and at rest.,Draft,TBD
Document 4 - IQ - Heart Rate Monitor Application,IQ,12,IQ-012-05,Store readings securely on device,Bluetooth Sensor,Low,TBD by clinical SME - intentionally incomplete.,Rejected once,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,13,IQ_13.1,Notification retry and suppression,Bluetooth Sensor,Low,Audit/event record shall be generated where applicable.,Rejected once,manual note
Document 4 - IQ - Heart Rate Monitor Application,IQ,13,IQ-013-02,Biometric login option,Local DB,High,System shall complete the action without data loss.,Approved?,REVIEW-LATER
Document 4 - IQ - Heart Rate Monitor Application,IQ,13,IQ-013-03,Consent capture and privacy notice,Android/iOS,Medium,User shall receive clear error message on failure.,Rejected once,duplicate section
Document 4 - IQ - Heart Rate Monitor Application,IQ,13,IQ-013-04,Battery and Bluetooth warning,Cloud Sync,Not ranked,Audit/event record shall be generated where applicable.,Need SME,RAG TEST CHUNK
Document 4 - IQ - Heart Rate Monitor Application,IQ,13,IQ-013-05,Show trend chart for 7/30/90 days,Cloud Sync,Not ranked,System shall complete the action without data loss.,Pending QA,manual note
Document 4 - IQ - Heart Rate Monitor Application,IQ,14,IQ-014-01,Battery and Bluetooth warning,iOS,Not ranked,Result must be visible in mobile UI within expected time.,Pending QA,old text retained
Document 4 - IQ - Heart Rate Monitor Application,IQ,14,IQ-014-02,Biometric login option,Backend API,Low,TBD by clinical SME - intentionally incomplete.,Approved?,missing owner
Document 4 - IQ - Heart Rate Monitor Application,IQ,14,IQ_14.3,Validate sensor data range,Backend API,TBD,TBD by clinical SME - intentionally incomplete.,Pending QA,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,14,IQ-014-04,Notification retry and suppression,Bluetooth Sensor,TBD,Result must be visible in mobile UI within expected time.,Approved?,TBD
Document 4 - IQ - Heart Rate Monitor Application,IQ,14,IQ-014-05,Support caregiver view,Android,Medium,TBD by clinical SME - intentionally incomplete.,In Review,v0.1/v1.0 mixed
Document 4 - IQ - Heart Rate Monitor Application,IQ,15,IQ-015-01,Generate high/low heart-rate alert,Android,Medium,Data shall be encrypted in transit and at rest.,Approved?,old text retained
Document 4 - IQ - Heart Rate Monitor Application,IQ,15,IQ-015-02,Battery and Bluetooth warning,Backend API,Not ranked,Audit/event record shall be generated where applicable.,Approved?,TBD
Document 4 - IQ - Heart Rate Monitor Application,IQ,15,IQ-015-03,Sync readings to cloud API,iOS,High,TBD by clinical SME - intentionally incomplete.,In Review,duplicate section
Document 4 - IQ - Heart Rate Monitor Application,IQ,15,IQ-015-04,Store readings securely on device,Android/iOS,Not ranked,Audit/event record shall be generated where applicable.,Approved?,OCR noisy line
Document 4 - IQ - Heart Rate Monitor Application,IQ,15,IQ-015-05,Capture heart rate from paired device,Android,Medium,Data shall be encrypted in transit and at rest.,Rejected once,duplicate section
Document 4 - IQ - Heart Rate Monitor Application,IQ,16,IQ_16.1,Handle offline mode,Android,High,User shall receive clear error message on failure.,Draft,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,16,IQ_16.2,Export readings as PDF/CSV,Local DB,Medium,Audit/event record shall be generated where applicable.,Approved?,TBD
Document 4 - IQ - Heart Rate Monitor Application,IQ,16,IQ-016-03,Show trend chart for 7/30/90 days,Android/iOS,High,TBD by clinical SME - intentionally incomplete.,Need SME,OCR noisy line
Document 4 - IQ - Heart Rate Monitor Application,IQ,16,IQ-016-04,Generate high/low heart-rate alert,Android/iOS,TBD,System shall complete the action without data loss.,Rejected once,old text retained
Document 4 - IQ - Heart Rate Monitor Application,IQ,16,IQ-016-05,Capture heart rate from paired device,Local DB,Not ranked,Audit/event record shall be generated where applicable.,In Review,OCR noisy line
Document 4 - IQ - Heart Rate Monitor Application,IQ,17,IQ-017-01,Show trend chart for 7/30/90 days,Cloud Sync,High,Audit/event record shall be generated where applicable.,In Review,REVIEW-LATER
Document 4 - IQ - Heart Rate Monitor Application,IQ,17,IQ-017-02,Consent capture and privacy notice,iOS,TBD,User shall receive clear error message on failure.,Draft,missing owner
Document 4 - IQ - Heart Rate Monitor Application,IQ,17,IQ-017-03,Show trend chart for 7/30/90 days,Bluetooth Sensor,Not ranked,System shall complete the action without data loss.,Pending QA,RAG TEST CHUNK
Document 4 - IQ - Heart Rate Monitor Application,IQ,17,IQ_17.4,Audit user actions,Local DB,Low,Data shall be encrypted in transit and at rest.,Draft,v0.1/v1.0 mixed
Document 4 - IQ - Heart Rate Monitor Application,IQ,17,IQ_17.5,Show trend chart for 7/30/90 days,Bluetooth Sensor,Not ranked,System shall complete the action without data loss.,Approved?,v0.1/v1.0 mixed
Document 4 - IQ - Heart Rate Monitor Application,IQ,18,IQ-018-01,Consent capture and privacy notice,Cloud Sync,Medium,System shall complete the action without data loss.,In Review,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,18,IQ-018-02,Display current BPM with timestamp,Android/iOS,Not ranked,Result must be visible in mobile UI within expected time.,Approved?,v0.1/v1.0 mixed
Document 4 - IQ - Heart Rate Monitor Application,IQ,18,IQ-018-03,Generate high/low heart-rate alert,Backend API,High,Audit/event record shall be generated where applicable.,In Review,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,18,IQ_18.4,Store readings securely on device,Backend API,High,Audit/event record shall be generated where applicable.,Rejected once,v0.1/v1.0 mixed
Document 4 - IQ - Heart Rate Monitor Application,IQ,18,IQ-018-05,Sync readings to cloud API,Android/iOS,High,System shall complete the action without data loss.,Rejected once,TBD
Document 4 - IQ - Heart Rate Monitor Application,IQ,19,IQ-019-01,Export readings as PDF/CSV,iOS,Low,Result must be visible in mobile UI within expected time.,In Review,OCR noisy line
Document 4 - IQ - Heart Rate Monitor Application,IQ,19,IQ-019-02,Show trend chart for 7/30/90 days,Android/iOS,Medium,Data shall be encrypted in transit and at rest.,Need SME,TBD
Document 4 - IQ - Heart Rate Monitor Application,IQ,19,IQ-019-03,Store readings securely on device,Notification Service,Low,Audit/event record shall be generated where applicable.,In Review,missing owner
Document 4 - IQ - Heart Rate Monitor Application,IQ,19,IQ-019-04,Consent capture and privacy notice,Local DB,High,TBD by clinical SME - intentionally incomplete.,Need SME,manual note
Document 4 - IQ - Heart Rate Monitor Application,IQ,19,IQ-019-05,Capture heart rate from paired device,Android/iOS,Not ranked,Result must be visible in mobile UI within expected time.,Pending QA,missing owner
Document 4 - IQ - Heart Rate Monitor Application,IQ,20,IQ-020-01,Show trend chart for 7/30/90 days,iOS,Low,Result must be visible in mobile UI within expected time.,Approved?,missing owner
Document 4 - IQ - Heart Rate Monitor Application,IQ,20,IQ-020-02,Biometric login option,Local DB,TBD,System shall complete the action without data loss.,Need SME,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,20,IQ-020-03,Show trend chart for 7/30/90 days,Backend API,Not ranked,Audit/event record shall be generated where applicable.,Approved?,old text retained
Document 4 - IQ - Heart Rate Monitor Application,IQ,20,IQ_20.4,Manual heart rate entry when device unavailable,Backend API,Not ranked,TBD by clinical SME - intentionally incomplete.,Draft,RAG TEST CHUNK
Document 4 - IQ - Heart Rate Monitor Application,IQ,20,IQ-020-05,Validate sensor data range,Bluetooth Sensor,Low,Result must be visible in mobile UI within expected time.,Pending QA,RAG TEST CHUNK
Document 4 - IQ - Heart Rate Monitor Application,IQ,21,IQ-021-01,Display current BPM with timestamp,Bluetooth Sensor,Not ranked,Data shall be encrypted in transit and at rest.,Pending QA,v0.1/v1.0 mixed
Document 4 - IQ - Heart Rate Monitor Application,IQ,21,IQ-021-02,Biometric login option,Backend API,Not ranked,Audit/event record shall be generated where applicable.,Approved?,old text retained
Document 4 - IQ - Heart Rate Monitor Application,IQ,21,IQ-021-03,Handle offline mode,Android/iOS,TBD,Audit/event record shall be generated where applicable.,Rejected once,RAG TEST CHUNK
Document 4 - IQ - Heart Rate Monitor Application,IQ,21,IQ-021-04,Capture heart rate from paired device,iOS,Medium,Result must be visible in mobile UI within expected time.,Need SME,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,21,IQ-021-05,Notification retry and suppression,Notification Service,Medium,Data shall be encrypted in transit and at rest.,In Review,TBD
Document 4 - IQ - Heart Rate Monitor Application,IQ,22,IQ_22.1,Battery and Bluetooth warning,Bluetooth Sensor,TBD,System shall complete the action without data loss.,Pending QA,OCR noisy line
Document 4 - IQ - Heart Rate Monitor Application,IQ,22,IQ_22.2,Store readings securely on device,Android,TBD,Data shall be encrypted in transit and at rest.,Pending QA,REVIEW-LATER
Document 4 - IQ - Heart Rate Monitor Application,IQ,22,IQ-022-03,Manual heart rate entry when device unavailable,Local DB,Low,Result must be visible in mobile UI within expected time.,Need SME,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,22,IQ-022-04,Biometric login option,Notification Service,TBD,User shall receive clear error message on failure.,Need SME,old text retained
Document 4 - IQ - Heart Rate Monitor Application,IQ,22,IQ-022-05,Show trend chart for 7/30/90 days,Local DB,TBD,Audit/event record shall be generated where applicable.,In Review,duplicate section
Document 4 - IQ - Heart Rate Monitor Application,IQ,23,IQ_23.1,Capture heart rate from paired device,Cloud Sync,Low,System shall complete the action without data loss.,Rejected once,old text retained
Document 4 - IQ - Heart Rate Monitor Application,IQ,23,IQ_23.2,Handle offline mode,Android,TBD,Result must be visible in mobile UI within expected time.,In Review,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,23,IQ-023-03,Display current BPM with timestamp,Local DB,Not ranked,User shall receive clear error message on failure.,In Review,missing owner
Document 4 - IQ - Heart Rate Monitor Application,IQ,23,IQ_23.4,Battery and Bluetooth warning,Android/iOS,Low,User shall receive clear error message on failure.,In Review,manual note
Document 4 - IQ - Heart Rate Monitor Application,IQ,23,IQ-023-05,Export readings as PDF/CSV,Cloud Sync,Medium,Data shall be encrypted in transit and at rest.,Rejected once,v0.1/v1.0 mixed
Document 4 - IQ - Heart Rate Monitor Application,IQ,24,IQ-024-01,Display current BPM with timestamp,Local DB,TBD,Audit/event record shall be generated where applicable.,Need SME,REVIEW-LATER
Document 4 - IQ - Heart Rate Monitor Application,IQ,24,IQ-024-02,Generate high/low heart-rate alert,Notification Service,Low,User shall receive clear error message on failure.,In Review,duplicate section
Document 4 - IQ - Heart Rate Monitor Application,IQ,24,IQ_24.3,Display current BPM with timestamp,Local DB,Not ranked,Result must be visible in mobile UI within expected time.,Approved?,missing owner
Document 4 - IQ - Heart Rate Monitor Application,IQ,24,IQ-024-04,Manual heart rate entry when device unavailable,Android,Not ranked,TBD by clinical SME - intentionally incomplete.,Pending QA,old text retained
Document 4 - IQ - Heart Rate Monitor Application,IQ,24,IQ-024-05,Support caregiver view,Bluetooth Sensor,Not ranked,Data shall be encrypted in transit and at rest.,Rejected once,TBD
Document 4 - IQ - Heart Rate Monitor Application,IQ,25,IQ_25.1,Export readings as PDF/CSV,Bluetooth Sensor,Low,System shall complete the action without data loss.,Rejected once,duplicate section
Document 4 - IQ - Heart Rate Monitor Application,IQ,25,IQ_25.2,Audit user actions,Android,TBD,Audit/event record shall be generated where applicable.,Pending QA,OCR noisy line
Document 4 - IQ - Heart Rate Monitor Application,IQ,25,IQ-025-03,Consent capture and privacy notice,Local DB,Medium,System shall complete the action without data loss.,Draft,TBD
Document 4 - IQ - Heart Rate Monitor Application,IQ,25,IQ-025-04,Display current BPM with timestamp,Android/iOS,Not ranked,User shall receive clear error message on failure.,Draft,TBD
Document 4 - IQ - Heart Rate Monitor Application,IQ,25,IQ-025-05,Validate sensor data range,Local DB,TBD,Data shall be encrypted in transit and at rest.,Pending QA,old text retained
Document 4 - IQ - Heart Rate Monitor Application,IQ,26,IQ-026-01,Battery and Bluetooth warning,Android/iOS,High,Data shall be encrypted in transit and at rest.,Approved?,missing owner
Document 4 - IQ - Heart Rate Monitor Application,IQ,26,IQ-026-02,Store readings securely on device,Android,Not ranked,TBD by clinical SME - intentionally incomplete.,Rejected once,REVIEW-LATER
Document 4 - IQ - Heart Rate Monitor Application,IQ,26,IQ-026-03,Notification retry and suppression,Backend API,High,Result must be visible in mobile UI within expected time.,Pending QA,old text retained
Document 4 - IQ - Heart Rate Monitor Application,IQ,26,IQ_26.4,Sync readings to cloud API,Notification Service,Not ranked,TBD by clinical SME - intentionally incomplete.,Pending QA,OCR noisy line
Document 4 - IQ - Heart Rate Monitor Application,IQ,26,IQ-026-05,Support caregiver view,Android/iOS,Low,Data shall be encrypted in transit and at rest.,Pending QA,OCR noisy line
Document 4 - IQ - Heart Rate Monitor Application,IQ,27,IQ_27.1,Support caregiver view,Cloud Sync,Low,System shall complete the action without data loss.,Pending QA,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,27,IQ_27.2,Audit user actions,Local DB,TBD,System shall complete the action without data loss.,Approved?,RAG TEST CHUNK
Document 4 - IQ - Heart Rate Monitor Application,IQ,27,IQ-027-03,Store readings securely on device,Android,Not ranked,User shall receive clear error message on failure.,Need SME,OCR noisy line
Document 4 - IQ - Heart Rate Monitor Application,IQ,27,IQ-027-04,Notification retry and suppression,Android,Not ranked,Data shall be encrypted in transit and at rest.,Approved?,old text retained
Document 4 - IQ - Heart Rate Monitor Application,IQ,27,IQ_27.5,Handle offline mode,Backend API,Not ranked,Result must be visible in mobile UI within expected time.,Approved?,OCR noisy line
Document 4 - IQ - Heart Rate Monitor Application,IQ,28,IQ-028-01,Audit user actions,Notification Service,High,TBD by clinical SME - intentionally incomplete.,Approved?,old text retained
Document 4 - IQ - Heart Rate Monitor Application,IQ,28,IQ-028-02,Handle offline mode,Cloud Sync,High,Data shall be encrypted in transit and at rest.,Rejected once,duplicate section
Document 4 - IQ - Heart Rate Monitor Application,IQ,28,IQ-028-03,Show trend chart for 7/30/90 days,Backend API,Low,System shall complete the action without data loss.,Rejected once,duplicate section
Document 4 - IQ - Heart Rate Monitor Application,IQ,28,IQ-028-04,Capture heart rate from paired device,Notification Service,High,User shall receive clear error message on failure.,Need SME,manual note
Document 4 - IQ - Heart Rate Monitor Application,IQ,28,IQ-028-05,Store readings securely on device,Backend API,Medium,Audit/event record shall be generated where applicable.,Pending QA,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,29,IQ-029-01,Generate high/low heart-rate alert,Android/iOS,High,Result must be visible in mobile UI within expected time.,Rejected once,REVIEW-LATER
Document 4 - IQ - Heart Rate Monitor Application,IQ,29,IQ_29.2,Show trend chart for 7/30/90 days,Notification Service,High,TBD by clinical SME - intentionally incomplete.,Need SME,v0.1/v1.0 mixed
Document 4 - IQ - Heart Rate Monitor Application,IQ,29,IQ-029-03,Capture heart rate from paired device,iOS,Not ranked,TBD by clinical SME - intentionally incomplete.,Approved?,RAG TEST CHUNK
Document 4 - IQ - Heart Rate Monitor Application,IQ,29,IQ-029-04,Audit user actions,Notification Service,TBD,System shall complete the action without data loss.,Approved?,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,29,IQ-029-05,Audit user actions,Notification Service,Not ranked,Audit/event record shall be generated where applicable.,Rejected once,missing owner
Document 4 - IQ - Heart Rate Monitor Application,IQ,30,IQ-030-01,Biometric login option,Notification Service,High,Data shall be encrypted in transit and at rest.,Need SME,old text retained
Document 4 - IQ - Heart Rate Monitor Application,IQ,30,IQ-030-02,Audit user actions,Backend API,Medium,User shall receive clear error message on failure.,Need SME,REVIEW-LATER
Document 4 - IQ - Heart Rate Monitor Application,IQ,30,IQ-030-03,Display current BPM with timestamp,Cloud Sync,TBD,Result must be visible in mobile UI within expected time.,Need SME,manual note
Document 4 - IQ - Heart Rate Monitor Application,IQ,30,IQ-030-04,Consent capture and privacy notice,iOS,High,User shall receive clear error message on failure.,Draft,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,30,IQ_30.5,Sync readings to cloud API,Android,TBD,TBD by clinical SME - intentionally incomplete.,In Review,duplicate section
Document 4 - IQ - Heart Rate Monitor Application,IQ,31,IQ-031-01,Audit user actions,Local DB,Medium,Audit/event record shall be generated where applicable.,Draft,v0.1/v1.0 mixed
Document 4 - IQ - Heart Rate Monitor Application,IQ,31,IQ-031-02,Audit user actions,Android,TBD,System shall complete the action without data loss.,In Review,manual note
Document 4 - IQ - Heart Rate Monitor Application,IQ,31,IQ_31.3,Show trend chart for 7/30/90 days,Cloud Sync,High,Audit/event record shall be generated where applicable.,Rejected once,TBD
Document 4 - IQ - Heart Rate Monitor Application,IQ,31,IQ-031-04,Display current BPM with timestamp,Bluetooth Sensor,Low,Audit/event record shall be generated where applicable.,Draft,v0.1/v1.0 mixed
Document 4 - IQ - Heart Rate Monitor Application,IQ,31,IQ-031-05,Sync readings to cloud API,Bluetooth Sensor,Medium,Audit/event record shall be generated where applicable.,Rejected once,??
Document 4 - IQ - Heart Rate Monitor Application,IQ,32,IQ_32.1,Generate high/low heart-rate alert,Android/iOS,Not ranked,User shall receive clear error message on failure.,Rejected once,RAG TEST CHUNK
Document 4 - IQ - Heart Rate Monitor Application,IQ,32,IQ-032-02,Sync readings to cloud API,Android/iOS,Not ranked,Audit/event record shall be generated where applicable.,Need SME,manual note
Document 4 - IQ - Heart Rate Monitor Application,IQ,32,IQ-032-03,Store readings securely on device,Cloud Sync,Not ranked,Audit/event record shall be generated where applicable.,Approved?,v0.1/v1.0 mixed
Document 4 - IQ - Heart Rate Monitor Application,IQ,32,IQ-032-04,Notification retry and suppression,iOS,TBD,User shall receive clear error message on failure.,Need SME,OCR noisy line
