document_name,doc_type,page,item_id,item_text,platform,risk,acceptance_expected,status,messy_flag
Document 3 - DS - Heart Rate Monitor Application,DS,4,DS-004-01,Capture heart rate from paired device,Bluetooth Sensor,Medium,System shall complete the action without data loss.,Rejected once,??
Document 3 - DS - Heart Rate Monitor Application,DS,4,DS-004-02,Support caregiver view,Android/iOS,TBD,Data shall be encrypted in transit and at rest.,Pending QA,OCR noisy line
Document 3 - DS - Heart Rate Monitor Application,DS,4,DS-004-03,Battery and Bluetooth warning,Bluetooth Sensor,Low,User shall receive clear error message on failure.,Rejected once,old text retained
Document 3 - DS - Heart Rate Monitor Application,DS,4,DS_4.4,Display current BPM with timestamp,iOS,High,System shall complete the action without data loss.,Pending QA,??
Document 3 - DS - Heart Rate Monitor Application,DS,4,DS-004-05,Store readings securely on device,Android/iOS,High,Audit/event record shall be generated where applicable.,Pending QA,old text retained
Document 3 - DS - Heart Rate Monitor Application,DS,5,DS_5.1,Manual heart rate entry when device unavailable,Cloud Sync,TBD,User shall receive clear error message on failure.,Draft,v0.1/v1.0 mixed
Document 3 - DS - Heart Rate Monitor Application,DS,5,DS-005-02,Battery and Bluetooth warning,Cloud Sync,Low,System shall complete the action without data loss.,Approved?,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,5,DS-005-03,Consent capture and privacy notice,Cloud Sync,High,TBD by clinical SME - intentionally incomplete.,Draft,missing owner
Document 3 - DS - Heart Rate Monitor Application,DS,5,DS-005-04,Audit user actions,Local DB,TBD,Result must be visible in mobile UI within expected time.,Approved?,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,5,DS-005-05,Notification retry and suppression,Notification Service,High,User shall receive clear error message on failure.,Need SME,??
Document 3 - DS - Heart Rate Monitor Application,DS,6,DS-006-01,Generate high/low heart-rate alert,iOS,High,System shall complete the action without data loss.,Pending QA,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,6,DS_6.2,Handle offline mode,Backend API,High,Result must be visible in mobile UI within expected time.,Pending QA,missing owner
Document 3 - DS - Heart Rate Monitor Application,DS,6,DS-006-03,Display current BPM with timestamp,Backend API,Not ranked,TBD by clinical SME - intentionally incomplete.,Need SME,old text retained
Document 3 - DS - Heart Rate Monitor Application,DS,6,DS-006-04,Display current BPM with timestamp,Notification Service,Low,Data shall be encrypted in transit and at rest.,In Review,missing owner
Document 3 - DS - Heart Rate Monitor Application,DS,6,DS-006-05,Manual heart rate entry when device unavailable,iOS,Not ranked,Result must be visible in mobile UI within expected time.,Rejected once,missing owner
Document 3 - DS - Heart Rate Monitor Application,DS,7,DS-007-01,Manual heart rate entry when device unavailable,iOS,Medium,TBD by clinical SME - intentionally incomplete.,In Review,OCR noisy line
Document 3 - DS - Heart Rate Monitor Application,DS,7,DS-007-02,Generate high/low heart-rate alert,Bluetooth Sensor,TBD,System shall complete the action without data loss.,Rejected once,OCR noisy line
Document 3 - DS - Heart Rate Monitor Application,DS,7,DS-007-03,Capture heart rate from paired device,Android/iOS,Not ranked,System shall complete the action without data loss.,In Review,v0.1/v1.0 mixed
Document 3 - DS - Heart Rate Monitor Application,DS,7,DS-007-04,Handle offline mode,Android/iOS,TBD,Data shall be encrypted in transit and at rest.,Pending QA,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,7,DS_7.5,Validate sensor data range,iOS,Medium,System shall complete the action without data loss.,Rejected once,old text retained
Document 3 - DS - Heart Rate Monitor Application,DS,8,DS-008-01,Biometric login option,Backend API,Not ranked,User shall receive clear error message on failure.,In Review,old text retained
Document 3 - DS - Heart Rate Monitor Application,DS,8,DS-008-02,Notification retry and suppression,Android,Medium,System shall complete the action without data loss.,Need SME,missing owner
Document 3 - DS - Heart Rate Monitor Application,DS,8,DS-008-03,Display current BPM with timestamp,Cloud Sync,Medium,TBD by clinical SME - intentionally incomplete.,Approved?,OCR noisy line
Document 3 - DS - Heart Rate Monitor Application,DS,8,DS-008-04,Display current BPM with timestamp,Android/iOS,High,TBD by clinical SME - intentionally incomplete.,Draft,v0.1/v1.0 mixed
Document 3 - DS - Heart Rate Monitor Application,DS,8,DS_8.5,Sync readings to cloud API,Android,Not ranked,Audit/event record shall be generated where applicable.,Approved?,manual note
Document 3 - DS - Heart Rate Monitor Application,DS,9,DS-009-01,Battery and Bluetooth warning,Cloud Sync,TBD,TBD by clinical SME - intentionally incomplete.,Rejected once,old text retained
Document 3 - DS - Heart Rate Monitor Application,DS,9,DS-009-02,Sync readings to cloud API,Notification Service,TBD,TBD by clinical SME - intentionally incomplete.,Need SME,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,9,DS-009-03,Battery and Bluetooth warning,Cloud Sync,Not ranked,User shall receive clear error message on failure.,Pending QA,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,9,DS-009-04,Validate sensor data range,Backend API,Medium,Data shall be encrypted in transit and at rest.,In Review,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,9,DS-009-05,Notification retry and suppression,Android,Medium,Result must be visible in mobile UI within expected time.,Rejected once,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,10,DS-010-01,Capture heart rate from paired device,Cloud Sync,High,Audit/event record shall be generated where applicable.,Draft,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,10,DS-010-02,Support caregiver view,Backend API,High,Data shall be encrypted in transit and at rest.,In Review,old text retained
Document 3 - DS - Heart Rate Monitor Application,DS,10,DS-010-03,Audit user actions,Android,Not ranked,Result must be visible in mobile UI within expected time.,Need SME,v0.1/v1.0 mixed
Document 3 - DS - Heart Rate Monitor Application,DS,10,DS-010-04,Display current BPM with timestamp,Notification Service,Medium,Audit/event record shall be generated where applicable.,Pending QA,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,10,DS_10.5,Manual heart rate entry when device unavailable,Bluetooth Sensor,Low,Data shall be encrypted in transit and at rest.,Approved?,REVIEW-LATER
Document 3 - DS - Heart Rate Monitor Application,DS,11,DS-011-01,Audit user actions,Android/iOS,Low,Audit/event record shall be generated where applicable.,Approved?,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,11,DS-011-02,Generate high/low heart-rate alert,iOS,TBD,Audit/event record shall be generated where applicable.,Pending QA,manual note
Document 3 - DS - Heart Rate Monitor Application,DS,11,DS-011-03,Generate high/low heart-rate alert,Notification Service,Not ranked,Audit/event record shall be generated where applicable.,In Review,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,11,DS_11.4,Store readings securely on device,Local DB,High,Result must be visible in mobile UI within expected time.,Pending QA,v0.1/v1.0 mixed
Document 3 - DS - Heart Rate Monitor Application,DS,11,DS-011-05,Display current BPM with timestamp,Bluetooth Sensor,TBD,System shall complete the action without data loss.,Approved?,TBD
Document 3 - DS - Heart Rate Monitor Application,DS,12,DS-012-01,Support caregiver view,Local DB,High,System shall complete the action without data loss.,Draft,missing owner
Document 3 - DS - Heart Rate Monitor Application,DS,12,DS-012-02,Display current BPM with timestamp,iOS,High,Data shall be encrypted in transit and at rest.,In Review,old text retained
Document 3 - DS - Heart Rate Monitor Application,DS,12,DS-012-03,Manual heart rate entry when device unavailable,Backend API,Not ranked,System shall complete the action without data loss.,Rejected once,OCR noisy line
Document 3 - DS - Heart Rate Monitor Application,DS,12,DS-012-04,Support caregiver view,Local DB,High,TBD by clinical SME - intentionally incomplete.,In Review,REVIEW-LATER
Document 3 - DS - Heart Rate Monitor Application,DS,12,DS-012-05,Generate high/low heart-rate alert,iOS,Medium,TBD by clinical SME - intentionally incomplete.,Need SME,manual note
Document 3 - DS - Heart Rate Monitor Application,DS,13,DS-013-01,Capture heart rate from paired device,Local DB,High,Audit/event record shall be generated where applicable.,Pending QA,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,13,DS-013-02,Consent capture and privacy notice,Bluetooth Sensor,High,User shall receive clear error message on failure.,Rejected once,manual note
Document 3 - DS - Heart Rate Monitor Application,DS,13,DS-013-03,Sync readings to cloud API,Notification Service,TBD,System shall complete the action without data loss.,In Review,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,13,DS-013-04,Biometric login option,Local DB,Not ranked,System shall complete the action without data loss.,In Review,manual note
Document 3 - DS - Heart Rate Monitor Application,DS,13,DS_13.5,Handle offline mode,Local DB,High,Result must be visible in mobile UI within expected time.,In Review,manual note
Document 3 - DS - Heart Rate Monitor Application,DS,14,DS-014-01,Validate sensor data range,Backend API,High,Result must be visible in mobile UI within expected time.,Approved?,missing owner
Document 3 - DS - Heart Rate Monitor Application,DS,14,DS-014-02,Notification retry and suppression,Local DB,High,Data shall be encrypted in transit and at rest.,Draft,TBD
Document 3 - DS - Heart Rate Monitor Application,DS,14,DS-014-03,Biometric login option,Android/iOS,Medium,TBD by clinical SME - intentionally incomplete.,Approved?,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,14,DS-014-04,Audit user actions,Android,High,TBD by clinical SME - intentionally incomplete.,Draft,??
Document 3 - DS - Heart Rate Monitor Application,DS,14,DS-014-05,Show trend chart for 7/30/90 days,Cloud Sync,TBD,Result must be visible in mobile UI within expected time.,Draft,OCR noisy line
Document 3 - DS - Heart Rate Monitor Application,DS,15,DS_15.1,Support caregiver view,Bluetooth Sensor,Low,System shall complete the action without data loss.,In Review,old text retained
Document 3 - DS - Heart Rate Monitor Application,DS,15,DS-015-02,Sync readings to cloud API,Android/iOS,TBD,Audit/event record shall be generated where applicable.,Need SME,manual note
Document 3 - DS - Heart Rate Monitor Application,DS,15,DS-015-03,Generate high/low heart-rate alert,Notification Service,Low,Result must be visible in mobile UI within expected time.,Draft,old text retained
Document 3 - DS - Heart Rate Monitor Application,DS,15,DS-015-04,Show trend chart for 7/30/90 days,Bluetooth Sensor,TBD,Audit/event record shall be generated where applicable.,Draft,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,15,DS-015-05,Handle offline mode,iOS,Medium,TBD by clinical SME - intentionally incomplete.,Need SME,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,16,DS-016-01,Handle offline mode,Android/iOS,TBD,System shall complete the action without data loss.,Approved?,TBD
Document 3 - DS - Heart Rate Monitor Application,DS,16,DS_16.2,Capture heart rate from paired device,Backend API,High,Data shall be encrypted in transit and at rest.,Approved?,??
Document 3 - DS - Heart Rate Monitor Application,DS,16,DS-016-03,Generate high/low heart-rate alert,Android,Low,Result must be visible in mobile UI within expected time.,Rejected once,v0.1/v1.0 mixed
Document 3 - DS - Heart Rate Monitor Application,DS,16,DS-016-04,Notification retry and suppression,Android/iOS,Not ranked,Audit/event record shall be generated where applicable.,Need SME,OCR noisy line
Document 3 - DS - Heart Rate Monitor Application,DS,16,DS-016-05,Show trend chart for 7/30/90 days,Bluetooth Sensor,Low,Audit/event record shall be generated where applicable.,Approved?,??
Document 3 - DS - Heart Rate Monitor Application,DS,17,DS_17.1,Notification retry and suppression,Backend API,Medium,User shall receive clear error message on failure.,Approved?,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,17,DS-017-02,Consent capture and privacy notice,Android,Medium,Result must be visible in mobile UI within expected time.,Need SME,REVIEW-LATER
Document 3 - DS - Heart Rate Monitor Application,DS,17,DS-017-03,Notification retry and suppression,Backend API,Medium,Audit/event record shall be generated where applicable.,Need SME,old text retained
Document 3 - DS - Heart Rate Monitor Application,DS,17,DS-017-04,Show trend chart for 7/30/90 days,Android,Low,TBD by clinical SME - intentionally incomplete.,Pending QA,manual note
Document 3 - DS - Heart Rate Monitor Application,DS,17,DS-017-05,Notification retry and suppression,Backend API,TBD,Data shall be encrypted in transit and at rest.,Need SME,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,18,DS_18.1,Notification retry and suppression,Cloud Sync,Medium,Data shall be encrypted in transit and at rest.,Approved?,??
Document 3 - DS - Heart Rate Monitor Application,DS,18,DS-018-02,Generate high/low heart-rate alert,iOS,TBD,Data shall be encrypted in transit and at rest.,Need SME,v0.1/v1.0 mixed
Document 3 - DS - Heart Rate Monitor Application,DS,18,DS_18.3,Export readings as PDF/CSV,Android,Not ranked,Audit/event record shall be generated where applicable.,Pending QA,v0.1/v1.0 mixed
Document 3 - DS - Heart Rate Monitor Application,DS,18,DS-018-04,Audit user actions,Local DB,Not ranked,System shall complete the action without data loss.,In Review,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,18,DS-018-05,Generate high/low heart-rate alert,Android,TBD,Result must be visible in mobile UI within expected time.,In Review,TBD
Document 3 - DS - Heart Rate Monitor Application,DS,19,DS-019-01,Consent capture and privacy notice,Local DB,Low,Data shall be encrypted in transit and at rest.,Pending QA,old text retained
Document 3 - DS - Heart Rate Monitor Application,DS,19,DS-019-02,Support caregiver view,Local DB,TBD,TBD by clinical SME - intentionally incomplete.,Approved?,TBD
Document 3 - DS - Heart Rate Monitor Application,DS,19,DS_19.3,Notification retry and suppression,Bluetooth Sensor,Low,Audit/event record shall be generated where applicable.,Need SME,??
Document 3 - DS - Heart Rate Monitor Application,DS,19,DS-019-04,Capture heart rate from paired device,Notification Service,High,Data shall be encrypted in transit and at rest.,Approved?,manual note
Document 3 - DS - Heart Rate Monitor Application,DS,19,DS_19.5,Support caregiver view,Android/iOS,Not ranked,User shall receive clear error message on failure.,Draft,OCR noisy line
Document 3 - DS - Heart Rate Monitor Application,DS,20,DS-020-01,Manual heart rate entry when device unavailable,Bluetooth Sensor,Low,Data shall be encrypted in transit and at rest.,Draft,v0.1/v1.0 mixed
Document 3 - DS - Heart Rate Monitor Application,DS,20,DS-020-02,Biometric login option,Bluetooth Sensor,Not ranked,System shall complete the action without data loss.,Need SME,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,20,DS-020-03,Biometric login option,Android/iOS,TBD,TBD by clinical SME - intentionally incomplete.,Need SME,v0.1/v1.0 mixed
Document 3 - DS - Heart Rate Monitor Application,DS,20,DS_20.4,Support caregiver view,iOS,Medium,TBD by clinical SME - intentionally incomplete.,Draft,old text retained
Document 3 - DS - Heart Rate Monitor Application,DS,20,DS_20.5,Manual heart rate entry when device unavailable,Notification Service,High,User shall receive clear error message on failure.,Draft,missing owner
Document 3 - DS - Heart Rate Monitor Application,DS,21,DS-021-01,Audit user actions,Android,Not ranked,Result must be visible in mobile UI within expected time.,Draft,old text retained
Document 3 - DS - Heart Rate Monitor Application,DS,21,DS-021-02,Audit user actions,Backend API,High,Result must be visible in mobile UI within expected time.,Rejected once,??
Document 3 - DS - Heart Rate Monitor Application,DS,21,DS_21.3,Manual heart rate entry when device unavailable,Cloud Sync,Not ranked,Data shall be encrypted in transit and at rest.,Pending QA,REVIEW-LATER
Document 3 - DS - Heart Rate Monitor Application,DS,21,DS_21.4,Biometric login option,Bluetooth Sensor,Not ranked,TBD by clinical SME - intentionally incomplete.,Need SME,REVIEW-LATER
Document 3 - DS - Heart Rate Monitor Application,DS,21,DS-021-05,Display current BPM with timestamp,Cloud Sync,Medium,Data shall be encrypted in transit and at rest.,Draft,??
Document 3 - DS - Heart Rate Monitor Application,DS,22,DS-022-01,Export readings as PDF/CSV,iOS,Low,System shall complete the action without data loss.,Draft,manual note
Document 3 - DS - Heart Rate Monitor Application,DS,22,DS-022-02,Manual heart rate entry when device unavailable,Android/iOS,Medium,TBD by clinical SME - intentionally incomplete.,Rejected once,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,22,DS-022-03,Validate sensor data range,Android/iOS,Low,System shall complete the action without data loss.,Pending QA,TBD
Document 3 - DS - Heart Rate Monitor Application,DS,22,DS_22.4,Validate sensor data range,Android,Not ranked,User shall receive clear error message on failure.,Approved?,manual note
Document 3 - DS - Heart Rate Monitor Application,DS,22,DS-022-05,Biometric login option,Cloud Sync,Not ranked,Data shall be encrypted in transit and at rest.,In Review,??
Document 3 - DS - Heart Rate Monitor Application,DS,23,DS-023-01,Handle offline mode,Cloud Sync,Not ranked,User shall receive clear error message on failure.,Need SME,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,23,DS-023-02,Display current BPM with timestamp,iOS,Low,Data shall be encrypted in transit and at rest.,Draft,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,23,DS-023-03,Manual heart rate entry when device unavailable,Backend API,High,Result must be visible in mobile UI within expected time.,In Review,REVIEW-LATER
Document 3 - DS - Heart Rate Monitor Application,DS,23,DS-023-04,Show trend chart for 7/30/90 days,Local DB,Not ranked,Audit/event record shall be generated where applicable.,Need SME,v0.1/v1.0 mixed
Document 3 - DS - Heart Rate Monitor Application,DS,23,DS-023-05,Capture heart rate from paired device,iOS,Medium,Audit/event record shall be generated where applicable.,Draft,REVIEW-LATER
Document 3 - DS - Heart Rate Monitor Application,DS,24,DS_24.1,Battery and Bluetooth warning,Local DB,High,Result must be visible in mobile UI within expected time.,Rejected once,??
Document 3 - DS - Heart Rate Monitor Application,DS,24,DS-024-02,Validate sensor data range,Android/iOS,Low,Result must be visible in mobile UI within expected time.,Need SME,OCR noisy line
Document 3 - DS - Heart Rate Monitor Application,DS,24,DS-024-03,Store readings securely on device,Cloud Sync,Medium,Audit/event record shall be generated where applicable.,In Review,??
Document 3 - DS - Heart Rate Monitor Application,DS,24,DS-024-04,Biometric login option,Notification Service,Low,Result must be visible in mobile UI within expected time.,In Review,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,24,DS_24.5,Battery and Bluetooth warning,Android/iOS,High,Result must be visible in mobile UI within expected time.,Need SME,v0.1/v1.0 mixed
Document 3 - DS - Heart Rate Monitor Application,DS,25,DS-025-01,Consent capture and privacy notice,Local DB,Medium,TBD by clinical SME - intentionally incomplete.,Approved?,??
Document 3 - DS - Heart Rate Monitor Application,DS,25,DS-025-02,Support caregiver view,Cloud Sync,Medium,Data shall be encrypted in transit and at rest.,Draft,TBD
Document 3 - DS - Heart Rate Monitor Application,DS,25,DS-025-03,Battery and Bluetooth warning,Notification Service,Low,TBD by clinical SME - intentionally incomplete.,Pending QA,manual note
Document 3 - DS - Heart Rate Monitor Application,DS,25,DS_25.4,Handle offline mode,Android,Medium,Result must be visible in mobile UI within expected time.,Approved?,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,25,DS_25.5,Notification retry and suppression,Android/iOS,TBD,User shall receive clear error message on failure.,Draft,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,26,DS-026-01,Biometric login option,Bluetooth Sensor,High,TBD by clinical SME - intentionally incomplete.,Draft,OCR noisy line
Document 3 - DS - Heart Rate Monitor Application,DS,26,DS-026-02,Show trend chart for 7/30/90 days,Bluetooth Sensor,Not ranked,User shall receive clear error message on failure.,Draft,OCR noisy line
Document 3 - DS - Heart Rate Monitor Application,DS,26,DS-026-03,Biometric login option,Android,Low,Audit/event record shall be generated where applicable.,Need SME,v0.1/v1.0 mixed
Document 3 - DS - Heart Rate Monitor Application,DS,26,DS-026-04,Notification retry and suppression,iOS,Medium,Result must be visible in mobile UI within expected time.,Rejected once,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,26,DS-026-05,Support caregiver view,Notification Service,TBD,Data shall be encrypted in transit and at rest.,Draft,TBD
Document 3 - DS - Heart Rate Monitor Application,DS,27,DS-027-01,Audit user actions,Android/iOS,High,System shall complete the action without data loss.,Pending QA,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,27,DS-027-02,Generate high/low heart-rate alert,Bluetooth Sensor,TBD,Audit/event record shall be generated where applicable.,Approved?,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,27,DS-027-03,Biometric login option,Cloud Sync,High,TBD by clinical SME - intentionally incomplete.,Draft,v0.1/v1.0 mixed
Document 3 - DS - Heart Rate Monitor Application,DS,27,DS_27.4,Display current BPM with timestamp,Backend API,Not ranked,Data shall be encrypted in transit and at rest.,Rejected once,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,27,DS-027-05,Consent capture and privacy notice,Local DB,High,Audit/event record shall be generated where applicable.,Approved?,missing owner
Document 3 - DS - Heart Rate Monitor Application,DS,28,DS-028-01,Audit user actions,Local DB,Low,Audit/event record shall be generated where applicable.,Pending QA,v0.1/v1.0 mixed
Document 3 - DS - Heart Rate Monitor Application,DS,28,DS-028-02,Sync readings to cloud API,Bluetooth Sensor,Medium,System shall complete the action without data loss.,Approved?,REVIEW-LATER
Document 3 - DS - Heart Rate Monitor Application,DS,28,DS_28.3,Battery and Bluetooth warning,Backend API,TBD,Data shall be encrypted in transit and at rest.,Need SME,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,28,DS-028-04,Export readings as PDF/CSV,Local DB,Low,Data shall be encrypted in transit and at rest.,Need SME,REVIEW-LATER
Document 3 - DS - Heart Rate Monitor Application,DS,28,DS-028-05,Display current BPM with timestamp,iOS,Not ranked,User shall receive clear error message on failure.,Pending QA,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,29,DS_29.1,Consent capture and privacy notice,Cloud Sync,Low,Result must be visible in mobile UI within expected time.,Need SME,REVIEW-LATER
Document 3 - DS - Heart Rate Monitor Application,DS,29,DS-029-02,Display current BPM with timestamp,Android/iOS,Low,TBD by clinical SME - intentionally incomplete.,Approved?,??
Document 3 - DS - Heart Rate Monitor Application,DS,29,DS-029-03,Battery and Bluetooth warning,iOS,Low,TBD by clinical SME - intentionally incomplete.,Need SME,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,29,DS-029-04,Capture heart rate from paired device,Backend API,Not ranked,Result must be visible in mobile UI within expected time.,Draft,manual note
Document 3 - DS - Heart Rate Monitor Application,DS,29,DS-029-05,Biometric login option,iOS,Medium,Data shall be encrypted in transit and at rest.,Rejected once,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,30,DS_30.1,Generate high/low heart-rate alert,Backend API,Medium,TBD by clinical SME - intentionally incomplete.,Approved?,missing owner
Document 3 - DS - Heart Rate Monitor Application,DS,30,DS-030-02,Consent capture and privacy notice,Local DB,Not ranked,TBD by clinical SME - intentionally incomplete.,Pending QA,OCR noisy line
Document 3 - DS - Heart Rate Monitor Application,DS,30,DS-030-03,Handle offline mode,Android,TBD,System shall complete the action without data loss.,Rejected once,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,30,DS-030-04,Capture heart rate from paired device,Bluetooth Sensor,TBD,User shall receive clear error message on failure.,Rejected once,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,30,DS-030-05,Capture heart rate from paired device,Backend API,Not ranked,User shall receive clear error message on failure.,Need SME,manual note
Document 3 - DS - Heart Rate Monitor Application,DS,31,DS-031-01,Support caregiver view,Backend API,TBD,Data shall be encrypted in transit and at rest.,Rejected once,??
Document 3 - DS - Heart Rate Monitor Application,DS,31,DS-031-02,Biometric login option,iOS,Medium,User shall receive clear error message on failure.,Rejected once,missing owner
Document 3 - DS - Heart Rate Monitor Application,DS,31,DS-031-03,Validate sensor data range,Local DB,High,User shall receive clear error message on failure.,Rejected once,??
Document 3 - DS - Heart Rate Monitor Application,DS,31,DS-031-04,Battery and Bluetooth warning,Local DB,Not ranked,TBD by clinical SME - intentionally incomplete.,Need SME,old text retained
Document 3 - DS - Heart Rate Monitor Application,DS,31,DS-031-05,Consent capture and privacy notice,Bluetooth Sensor,Low,Data shall be encrypted in transit and at rest.,Need SME,missing owner
Document 3 - DS - Heart Rate Monitor Application,DS,32,DS-032-01,Validate sensor data range,Cloud Sync,Medium,User shall receive clear error message on failure.,In Review,duplicate section
Document 3 - DS - Heart Rate Monitor Application,DS,32,DS-032-02,Manual heart rate entry when device unavailable,Local DB,Not ranked,User shall receive clear error message on failure.,Pending QA,REVIEW-LATER
Document 3 - DS - Heart Rate Monitor Application,DS,32,DS-032-03,Audit user actions,Cloud Sync,Not ranked,TBD by clinical SME - intentionally incomplete.,Pending QA,TBD
Document 3 - DS - Heart Rate Monitor Application,DS,32,DS_32.4,Audit user actions,Notification Service,Low,System shall complete the action without data loss.,Rejected once,TBD
Document 3 - DS - Heart Rate Monitor Application,DS,32,DS-032-05,Display current BPM with timestamp,Cloud Sync,High,Audit/event record shall be generated where applicable.,Draft,RAG TEST CHUNK
Document 3 - DS - Heart Rate Monitor Application,DS,33,DS-033-01,Battery and Bluetooth warning,Backend API,Low,System shall complete the action without data loss.,Draft,TBD
Document 3 - DS - Heart Rate Monitor Application,DS,33,DS-033-02,Capture heart rate from paired device,Notification Service,Medium,TBD by clinical SME - intentionally incomplete.,Need SME,TBD
Document 3 - DS - Heart Rate Monitor Application,DS,33,DS-033-03,Manual heart rate entry when device unavailable,Android,Not ranked,User shall receive clear error message on failure.,In Review,missing owner
Document 3 - DS - Heart Rate Monitor Application,DS,33,DS-033-04,Support caregiver view,Backend API,TBD,System shall complete the action without data loss.,Need SME,OCR noisy line
Document 3 - DS - Heart Rate Monitor Application,DS,33,DS-033-05,Support caregiver view,Local DB,High,Data shall be encrypted in transit and at rest.,Approved?,old text retained
Document 3 - DS - Heart Rate Monitor Application,DS,34,DS-034-01,Consent capture and privacy notice,Android/iOS,TBD,System shall complete the action without data loss.,Pending QA,missing owner
